nom_grup, nom_canço, lletra
"assaig-error","desviant-les-mirades","S'obren restriccions,
tornes a fer cercles.
No hi ha direccions.
Cada gest és un senyal,
interpretes formes i colors.
Desviant les mirades.
Rialles i falsedat.
Sembla diferent,
ritmes i substàncies distorsionant l'ambient.
Conversant amb la paret.
Tu què sents?
Trobe que fa fred.
Desviant les mirades.
Rialles i falsedat.
Desviant les mirades.
Rialles i falsedat.
S'obren restriccions,
tornes a fer cercles.
No hi ha direccions.
No pots dir que no ho veus, veus, veus, veus de nou."
"assaig-error","fals-equilibri","On ens porta aquest camí de pedres?
Grans xifres i opinions.
Tothom creu que té raó.
Soroll baix els blaus neons,
i no et sents culpable.
Com et trobes quan mires a terra?
La reconeixes o et sents un estrany?
Aquest país de còmic, amb un guió de mala mort, no té color.
La distància no cura les ferides.
A casa nostra tots som desconeguts."
"assaig-error","fins-a-10","Contem fins a deu i ja no perdrem de vista els nostres perills.
Perfeccionem moviments maldestres,
quasi sense sentit es tornen perfectes.
Si perd el control augmentaran molt mes les reaccions.
Sé que no ens sobra el temps
Ja esta bé! No cal controlar-ho tot extremadament.
Mantenim la calma i pensem.
És possible valorar el que ja està fet."
"assaig-error","i-metrestant","Ja! Creus que no pots més.
Els teus ulls es van perdent.
I aquest full ja no et comprèn.
Vols mirar al teu voltant
per saber si entendràs
el que mai trobaràs.
I mentrestant la pluja et seguirà, banyant-te.
I mentrestant et costarà més alçar el cap.
I mentrestant,
veus que els dies se t'escapen de les mans.
Tancat, sense saber on ets.
No cal que et preguntes perquè?
Encerrado en esta habitación el techo no me cubre de la tormenta.
De poco sirve mirar hacia atrás sin el sentido de lo insignificante.
Solo el viento te mueve al andar. Siempre huyendo a ninguna parte.
No hay camino, no hay ganas de hablar, ni fuerzas para decir que no.
Vols mirar al teu voltant
per saber si entendràs
el que mai trobaràs.
I mentrestant la pluja et seguirà, banyant-te.
I mentrestant et costarà més alçar el cap."
"assaig-error","interferencies","El pas insegur d'un atleta amb els ulls coberts.
Mai podràs sentir aquella unió feble com un fil d'aram.
Però tens fang.
On has posat les mans?
Però tens fang entre els dits.
Has barrejat records?
No, no tens crostes als genolls per rendir-te davant desconeguts,
amos de paraules buides, preposicions i pronoms.
Però tens fang.
On has posat les mans?
Però tens fang entre els dits.
Has barrejat records?
Superar interferències!
Però tens fang.
On has posat les mans?
Però tens fang entre els dits.
Has barrejat records?"
"assaig-error","kyoto","Si ja no queden castells on poder-te refugiar,
afronta les conseqüències de no poder respirar.
Les nits ara son més fosques i els dies no et saben despertar.
L'aigua que has vist baixar ho estava lamentant.
Els vells arbres centenaris l'han vist plorar.
Ja arriba la tempesta, el canvi natural,
la selva negra que van arrasar.
No et quedes amb la paraula entre les dents
per rebutjar allò establert.
Deixa de dubtar. Tota pedra fa paret.
L'aigua que has vist baixar ho estava lamentant.
Els vells arbres centenaris l'han vist plorar.
Ja arriba la tempesta, el canvi natural,
la selva negra que van arrasar.
Deixa de dubtar!
Tota pedra fa paret!
L'aigua que has vist baixar ho estava lamentant.
Els vells arbres centenaris l'han vist plorar.
Ja arriba la tempesta, el canvi natural,
la selva negra que van arrasar."
"assaig-error","la-ma-invisible","Ja no vull pensar que uns dies seran tot.
Juguem un altra lliga, en una altra divisió.
Tinc ganes de cridar 'ací estic jo!'.
Per no avorrir-te hi ha sis mil acords.
No és per la suor ni per l'esforç.
La mà invisible no juga al meu favor.
Què serà de mi sense saber què dir?
Que tinc pànic al silenci i tremole amb el soroll.
Kanta goibelak, cançons tristes.
Deixem-nos d'intercanvis de monòlegs.
Lliures de pressions, com científics d'escenari.
Mai trobaràs l'Ego al diccionari.
No hi ha ànsies de triomfar.
El pa de cada dia ja no és depredar.
Què serà de mi sense queixar-me?
Que tinc pànic a l'acció i tremole al no somiar."
"assaig-error","la-metrica-perfecta","Creme els teus cabells obscurs,
busque el tacte.
Una nova llum sorgeix.
Em mossegues els botons i t'aproximes,
fas màgia amb les estreles.
Deixem que l'aire ens empente a nosaltres.
Amb la mètrica perfecta, bressolant-nos bruscament.
Un silenci ens atrapa des del primer moment.
Perdérem la infantesa mentre miràvem.
Sentint-nos d'amagat.
Deixem que l'aire ens empente a nosaltres.
Amb la mètrica perfecta, bressolant-nos bruscament.
Deixem que l'aire ens empente…
Deixem que l'aire ens empente a nosaltres.
Amb la mètrica perfecta, bressolant-nos bruscament."
"assaig-error","sinfonies-i-il.lusions","Si recorde les mentides, oblidant
malsons que em feien més por.
No eren per a tant.
Aliat amb la distància,
cada pas es convertirà en un gran salt.
Creme els seus records.
Mai és tard per trencar tots els murs.
M'he desconcentrat i m'he quedat sense veu,
protagonitzant la cursa que no volia fer,
decidit a no participar.
Del silenci arriba l'èxit.
Simplement escoltaré simfonies que em ressuscitaran.
Tanque els ulls i no sent dolor.
Tornaré ple de noves il·lusions.
No hi ha temps per a més combats,
no hi ha temps per a més.
Simplement escoltaré simfonies que em ressuscitaran.
Tanque els ulls i no sent dolor.
Tornaré ple de noves il·lusions."
"assaig-error","tota-la-vida-pagant-els-deutes","Vingueren molt mudats,
amb armadures sòlides i espases de metall.
Per dir-nos com havíem de…
No vull fer judicis malgrat saber quines van ser les intencions.
Noves màquines canviaren l'ús del temps i de l'olor.
Per dir-nos com havíem de viure.
I ara puc apreciar el que feren per mi.
Però no estaré tota la vida pagant els deutes.
Vam descobrir formes adequades per ser elegants.
Calia creure amb el model de les oportunitats.
I ara puc apreciar el que feren per mi.
Però no estaré tota la vida pagant els deutes.
Vull somiar però necessite un llit per a dormir
i vull dormir.
I ara puc apreciar el que feren per mi.
Però no estaré tota la vida pagant els deutes."
"canvis-i-consequencies","evasio","Estic fart d'estar ací,
De viure al teu costat,
D'una ciutat com aquesta,
Que dona l'esquena al mar
Si me'n vaig a l'estació
Pujaré al primer vagó
No se on arribaré
Però segur que estaré bé
En tal d'estar a cent anys llum o més,
De la teua gent.
Disculpa les molèsties
Es necessari per a mi
Trencar la monotonia
Sempre seré el mateix...
Ja tinc vora a vint anys,
Se'm fa dur alçar el cap,
Crec que no vull formar part,
De la vida que m'havies reservat............del teu forat.
I faré el que mai he fet,
Tot i que et sente malament,
Sé que no soc perfecte,
Però mai ho he pretés"
"canvis-i-consequencies","i-metrestant","Ja creus que no potser
Els teus ulls es van perdent
El full ja no et comprèn.
No s'omplirà si tu no hi ets.
Vols mirar al teu voltant per saber si entendràs
El que hi ha al teu cap, el que mai trobaràs.
I mentrestant, la pluja et seguirà banyant. Caminant. I tu no hi ets.
I mentrestant, et costarà tant alçar el cap. Mans a terra. I tu tan lluny de mi.
I mentrestant...
els dies se't van de tes mans.
Tancat demanant un perquè.
I no saps, i no saps on ets.
Els dies se't van de tes mans.
Tancat demanant un perquè.
I no saps, i no saps on ets.
Vols mirar al teu voltant per saber si entendràs
El que hi ha al teu cap, el que mai trobaràs.
I mentrestant, la pluja et seguirà banyant. Caminant. I tu no hi ets.
I mentrestant, et costarà tant alçar el cap. Mans a terra. I tu tan lluny de mi."
"canvis-i-consequencies","lultim-sospir","Sembla que ja es tard.
La lluna cau al carrer,
Quedes pres de quatre parets.
Et fa pensar que no hi ha vida,
i el no tornar a lluitar per ella
t'arriba a cremar, cremar-te el cos, cremar-te el cor.
La suor et crema la pell
al racó d'aquell desert.
Cau la pluja i ja no et mulla
...fred del metall a la pell.
I vermell es torna el cel
de la sang mai reclamada uuoohh
I els estels no tenen veu
Dels crits que tants cops han callat uuoohh
No queda aire per respirar.
Et costa tant mirar al davant,
La nit tranquil·la calla.
La força veus que et va creixent,
els murs criden i cauen.
El vent torna rebel, torna valent, retorna.
I vermell es torna el cel
de la sang mai reclamada uuoohh
I els estels no tenen veu
Del crits que tants cops han callat uuoohh
I vermell es torna el cel
per la llàgrima oblidada uuoohh
I els estels no tenen veu
Del crits que tants cops han callat uuoohh"
"canvis-i-consequencies","memoria","És el destí el que ens a malmès,
ens fa trobar-nos després d'un temps.
I ara em diràs, no és el mateix,
que la disfressa em senta malament.
T'acusaré de no ser més
que un cos flotant endut per la corrent.
I això que jo amb els meus mitjans
mai he destacat.
I jo pensaré una vegada més
en tot el que hem viscut (no ha servit de res).
Sobreviuré a la falta de talent,
cauré i m'alçaré.
Recuperem les emocions,
oblidarem els nostres dols.
Ara és moment de fer-nos forts.
Apostaré un altre cop
pel que mai he deixat de ser,
sobreviuré al teu parer.
I jo pensaré una vegada més
en tot el que hem viscut (no ha servit de res).
Sobreviuré a la falta de talent,
cauré i m'alçaré.
I jo pensaré una vegada més
en tot el que hem viscut (no ha servit de res).
sobreviuré a la falta de talent,
em recuperaré."
"canvis-i-consequencies","somnis-rebels","Despertes del malson
que et persegueix des de menut.
Observes la realitat,
ets un idiota i estàs fotut.
Veus un cel roig d'emocions,
una imatge diferent,
un futur no molt llunyà.
Dibuixant somnis rebels.
Intentes escapar,
deixant de banda el sentiment.
La rebel·lia ajudarà
a unificar tot el que sents.
Veus un cel roig de emocions,
una imatge diferent,
un futur no molt llunyà.
Dibuixant somnis rebels.
Veus un cel roig de emocions,
una imatge diferent,
un futur no molt llunyà.
Dibuixant somnis rebels."
"equilater","17-dies","Obrim la porta d'un nou projecte,
pas enrere, sis endavant,
hores mortes que ens fan créixer,
saló antic d'un sisè pis.
Núvols baixos, pluges estivals
(ens perfilen els gestos),
pluges estivals darrere el cristall
(ens allarguen els nexes).
Se'ns consumeix l'aire
reconquerint la casa,
manca de veus a la farsa,
és renovada per la força.
Núvols baixos, pluges estivals
(ens perfilen els gestos),
pluges estivals darrere el cristall
(ens allarguen els nexes).
Ciutat dormitori, tauleta de nit,
llit solitari, converses mudes i llunyania.
Dèsset dies.
Núvols baixos, pluges estivals
(ens perfilen els gestos),
pluges estivals darrere el cristall
(ens allarguen els nexes)."
"equilater","995007","Espentat a buscar el meu espai
On vaig donar el pas en fals?
Perquè em desprecies?
Deixa't endur per l'espiral!
Buscaves quelcom millor.
Jo m'asfíxie, no puc pagar.
Seguesc la llum i vaig (cercant el paradís),
em parlaven de ser algú.
Seguint la llum i véns (de la mediocritat),
has entès que no hi ha final.
Competició per benestar,
per a la pausa no hi ha opció.
He decidit descarrilar
No trobe el sentit
Ni al plural ni a la unitat;
està prohibit sumar
Seguesc la llum i vaig (cercant el paradís),
em parlaven de ser algú.
Seguint la llum i véns (de la mediocritat),
has entès que no hi ha final.
Seguesc la llum…
Seguesc la llum i vaig (cercant el paradís),
em parlaven de ser algú.
Seguint la llum i véns (de la mediocritat),
has entès que no hi ha final.
(fugint de la mediocritat he caigut en el parany)"
"equilater","al-cor-de-la-ciutat","Grans edificis cremen al cor de la ciutat.
Conseqüències d'un nou segle.
Disfresses. Somriures. Amables.
A qui somriuen?
Quan es disfressen?
Qui és amable?
Cada cop que veig el meu futur, no vull viure més.
Cada cop que intente imaginar fusione realitats.
La felicitat, intente evadir-me per un instant.
La productivitat, són tres minuts per descansar.
Ara em creme jo, al cor de la ciutat.
Conseqüències de viure relaxat.
Cada cop que he vist el meu futur no volia viure més.
Cada cop que vaig imaginar moria al teu costat.
Volia ser feliç, no ho vaig aconseguir
(conseqüències d'un nou segle)"
"equilater","automates","Destí frustrat, imaginat.
Distanciat de tot, implantat temor.
M'intenten esgotar deixant-me en suspensió.
Sentencies i sensacions vitals, augmentaran la pressió.
Intentaré deixar de respirar.
Reptes emocionals, el temps no passa, els nervis no funcionen.
En breu tindré la clau del nou claustre matern.
La imprudència em va escollir a mi,
sense poder decidir.
Intentaré deixar de respirar.
Reptes emocionals, el temps no passa, els nervis no funcionen.
És el destí el que ens ha malmès, ens fa trobar-nos després d'un temps,
i ara em diràs 'no és el mateix', que la disfressa em senta malament.
T'acusaré de no ser més que un cos flotant endut per la corrent,
i això que jo amb els meus mitjans mai he destacat.
I jo pensaré una vegada més en tot el que hem viscut (no ha servit de res),
sobreviuré a la falta de talent, cauré i m'alçaré.
Recuperem les emocions,
oblidarem els nostres dols,
ara és moment de fer-nos forts.
Apostaré un altre cop pel que mai he deixat de ser,
sobreviuré al teu parer.
I jo pensaré una vegada més en tot el que hem viscut (no ha servit de res),
sobreviuré a la falta de talent, cauré i m'alçaré.
I jo pensaré una vegada més en tot el que hem viscut (no ha servit de res),
sobreviuré a la falta de talent, em recuperaré."
"equilater","cercles","He de fugir d'ací, no he de fer ja res més per sofrir.
Ho vaig decidir, no és qüestió de temps, és sols per mi.
L'apatia sempre condiciona a qui es troba amb mi.
Ja no em motiva trobar un lloc al sol quedar-me allí.
Convencionalismes i treball, buscar parella, viatges pagats.
Al trobar l'eixida bote els entrebancs,
un llarg camí em deixa ací al costat.
I alhora que tot queda igual,
als carrers els autobusos i ombra al meu amagatall.
I si no entens que és el que ens ha passat…
em deixe anar a la deriva, ja no m'has de fer costat.
És la inèrcia i la costum, baixar el cap, seguir amunt.
Al mirar al front, ja no veig cap llum, una senda sense futur.
I alhora que tot queda igual,
als carrers els autobusos i ombra al meu amagatall.
I si no entens que és el que ens ha passat…
em deixe anar a la deriva, ja no m'has de fer costat.
Sé que el meu destí estava lligat a tancar-me a casa i oblidar,
tantes hores mortes, i ja veus, passen factura, són una creu."
